,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5114,1.0,1.0,52.35216,4.84938,2.0,1.5,1.0,1.0,375.0,2.0,30,2.0,2.0,30,30.0,2.0,30.0,23.0,53.0,83,358,6.0,0.0,0.0,4.83,5.0,4.83,5.0,5.0,4.83,4.67,1.0,1.0,0.0,0.0,0.26
5115,1.0,1.0,52.35533,4.93108,7.0,1.5,1.5,1.0,375.0,5.0,30,5.0,5.0,30,30.0,5.0,30.0,0.0,0.0,0,0,5.0,2.0,0.0,5.0,4.8,5.0,5.0,5.0,4.8,4.8,1.0,1.0,0.0,0.0,0.22
5116,1.0,1.0,52.36452,4.86187,2.0,1.0,1.0,0.0,255.0,3.0,730,3.0,3.0,730,730.0,3.0,730.0,23.0,31.0,31,31,15.0,5.0,0.0,4.87,4.87,4.8,4.93,5.0,4.8,4.73,1.0,1.0,0.0,0.0,0.62
5117,2.0,3.0,52.376823,4.889421,1.0,1.0,1.0,1.0,152.0,1.0,1125,1.0,1.0,1125,1125.0,1.0,1125.0,21.0,40.0,64,332,119.0,52.0,3.0,4.76,4.84,4.83,4.78,4.74,4.97,4.37,2.0,0.0,2.0,0.0,4.62
5118,1.0,1.0,52.34963,4.84934,2.0,1.0,1.0,1.0,200.0,4.0,14,4.0,5.0,14,14.0,4.0,14.0,0.0,4.0,13,154,12.0,4.0,2.0,5.0,5.0,4.91,4.82,5.0,4.82,4.82,1.0,1.0,0.0,0.0,0.46
5119,2.0,2.0,52.35236,4.91108,4.0,3.0,3.0,4.0,385.0,2.0,365,2.0,2.0,365,365.0,2.0,365.0,0.0,3.0,4,130,18.0,10.0,0.0,4.89,4.78,4.44,4.83,4.83,4.89,4.56,1.0,1.0,0.0,0.0,0.7
5120,1.0,2.0,52.36986,4.86666,2.0,3.0,1.0,4.0,385.0,5.0,30,5.0,5.0,30,30.0,5.0,30.0,0.0,0.0,0,0,4.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.17
5121,1.0,1.0,52.35004,4.88814,4.0,1.0,2.0,1.0,429.0,4.0,365,4.0,6.0,365,365.0,4.1,365.0,2.0,2.0,17,17,8.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,1.0,1.0,0.0,0.0,0.32
5122,1.0,1.0,52.35904,4.89274,2.0,1.0,1.0,0.0,389.0,2.0,15,2.0,2.0,15,15.0,2.0,15.0,3.0,3.0,4,13,7.0,3.0,0.0,5.0,4.86,4.86,4.86,5.0,5.0,4.57,1.0,1.0,0.0,0.0,0.31
5123,2.0,2.0,52.3647,4.9909,4.0,1.5,2.0,0.0,365.0,3.0,28,3.0,3.0,28,28.0,3.0,28.0,1.0,10.0,24,24,10.0,4.0,1.0,4.7,4.7,4.8,5.0,4.9,4.8,4.8,1.0,1.0,0.0,0.0,0.43
5124,4.0,24.0,52.36583,4.88627,2.0,1.5,1.0,0.0,365.0,1.0,365,1.0,1.0,365,365.0,1.0,365.0,0.0,0.0,0,0,19.0,0.0,0.0,4.89,4.89,4.95,4.89,4.89,5.0,4.74,4.0,0.0,4.0,0.0,0.72
5125,1.0,1.0,52.3892,4.91764,5.0,1.5,4.0,3.0,350.0,5.0,365,5.0,7.0,365,365.0,5.1,365.0,0.0,7.0,27,27,3.0,1.0,0.0,4.67,4.67,4.67,5.0,5.0,5.0,4.67,1.0,1.0,0.0,0.0,0.12
5126,1.0,1.0,52.37516,4.86186,3.0,1.0,2.0,2.0,250.0,2.0,30,2.0,2.0,30,30.0,2.0,30.0,6.0,36.0,66,66,9.0,1.0,0.0,4.78,4.56,4.89,4.89,4.89,4.33,4.56,1.0,1.0,0.0,0.0,0.38
5127,1.0,1.0,52.368481,4.902439,2.0,1.0,2.0,2.0,250.0,3.0,365,3.0,3.0,365,365.0,3.0,365.0,0.0,0.0,0,0,6.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.23
5128,2.0,2.0,52.37746584136513,4.896361295739454,2.0,1.0,1.0,1.0,265.0,10.0,30,10.0,10.0,1125,1125.0,10.0,1125.0,21.0,41.0,71,249,6.0,1.0,1.0,4.83,4.83,4.5,5.0,5.0,5.0,4.5,1.0,1.0,0.0,0.0,0.23
5129,1.0,2.0,52.38223,4.88692,2.0,1.0,1.0,0.0,250.0,3.0,30,3.0,3.0,30,30.0,3.0,30.0,0.0,4.0,5,167,17.0,8.0,0.0,4.94,4.88,4.88,4.88,5.0,5.0,4.59,1.0,1.0,0.0,0.0,0.75
5130,1.0,1.0,52.37665,4.85764,4.0,1.0,2.0,3.0,414.0,2.0,30,1.0,2.0,30,30.0,2.0,30.0,1.0,15.0,27,175,15.0,8.0,2.0,5.0,4.93,4.67,5.0,5.0,4.87,4.67,1.0,1.0,0.0,0.0,0.57
5131,2.0,2.0,52.37135,4.89738,2.0,1.5,1.0,1.0,155.0,3.0,365,1.0,3.0,365,365.0,3.0,365.0,8.0,35.0,65,167,114.0,43.0,2.0,4.55,4.59,4.39,4.62,4.62,4.82,4.41,1.0,0.0,1.0,0.0,4.45
5132,1.0,3.0,52.3641,4.85477,2.0,1.5,1.0,1.0,340.0,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,0.0,0.0,1,85,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.08
5133,1.0,1.0,52.36614432414071,4.8618554296236525,2.0,1.5,1.0,1.0,340.0,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,0.0,0.0,0,0,9.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.89,1.0,1.0,0.0,0.0,0.34
5134,1.0,1.0,52.36108,4.92471,2.0,1.5,1.0,1.0,340.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,0.0,0.0,0,0,8.0,7.0,1.0,4.88,5.0,5.0,4.25,5.0,4.75,4.63,1.0,1.0,0.0,0.0,0.58
5135,1.0,1.0,52.35476,4.88945,2.0,1.5,1.0,1.0,340.0,1.0,1125,1.0,1.0,1125,1125.0,1.0,1125.0,0.0,0.0,0,0,19.0,2.0,0.0,4.58,4.84,4.37,4.63,4.79,4.95,4.58,1.0,1.0,0.0,0.0,0.74
5136,1.0,1.0,52.33828,4.92074,2.0,1.5,1.0,1.0,340.0,1.0,30,1.0,1.0,30,30.0,1.0,30.0,0.0,0.0,0,0,5.0,0.0,0.0,5.0,5.0,4.8,4.8,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.19
5137,13.0,15.0,52.34316,4.86215,2.0,1.0,1.0,1.0,103.0,3.0,365,2.0,4.0,50,365.0,3.0,357.6,0.0,23.0,23,183,15.0,8.0,0.0,4.47,4.47,4.47,4.53,4.67,4.47,4.4,6.0,2.0,4.0,0.0,0.57
5138,1.0,1.0,52.374546011604394,4.859460621709306,2.0,1.0,1.0,1.0,105.0,10.0,700,3.0,40.0,1125,1125.0,12.3,1125.0,6.0,27.0,44,189,17.0,9.0,0.0,4.65,4.53,4.53,4.88,4.76,4.76,4.29,1.0,1.0,0.0,0.0,0.64
5139,2.0,2.0,52.36909484863281,4.888916969299316,2.0,1.0,1.0,1.0,149.0,1.0,175,1.0,6.0,3,175.0,2.7,171.0,6.0,36.0,66,247,145.0,68.0,5.0,4.89,4.94,4.83,4.94,4.95,4.88,4.74,2.0,0.0,2.0,0.0,6.25
5140,1.0,1.0,52.39069,4.92702,2.0,1.5,1.0,0.0,202.0,1.0,1125,1.0,1.0,1125,1125.0,1.0,1125.0,5.0,24.0,48,201,35.0,15.0,2.0,4.97,4.94,5.0,4.86,4.97,4.83,4.71,1.0,1.0,0.0,0.0,1.41
5141,5.0,6.0,52.39699,4.90334,4.0,1.0,1.0,2.0,261.0,1.0,120,1.0,5.0,1125,1125.0,4.2,1125.0,14.0,32.0,50,242,20.0,6.0,0.0,4.3,4.45,4.5,4.45,4.4,4.1,3.95,5.0,5.0,0.0,0.0,0.82
5142,5.0,6.0,52.39556,4.90286,4.0,1.0,1.0,2.0,221.0,1.0,120,1.0,5.0,1125,1125.0,4.1,1125.0,11.0,17.0,29,205,25.0,13.0,0.0,4.44,4.12,4.4,4.52,4.48,4.6,4.08,5.0,5.0,0.0,0.0,1.01
5143,5.0,6.0,52.39506,4.90375,4.0,1.0,1.0,2.0,251.0,1.0,120,1.0,5.0,1125,1125.0,4.1,1125.0,10.0,26.0,38,203,43.0,5.0,0.0,4.3,4.28,4.37,4.44,4.42,4.14,4.09,5.0,5.0,0.0,0.0,1.72
5144,5.0,6.0,52.39699,4.90457,2.0,1.0,1.0,1.0,173.0,1.0,120,1.0,5.0,1125,1125.0,4.1,1125.0,11.0,31.0,56,233,15.0,4.0,0.0,4.27,4.47,4.53,4.47,4.9,4.07,4.07,5.0,5.0,0.0,0.0,0.61
5145,1.0,1.0,52.36584,4.87142,4.0,2.0,2.0,0.0,850.0,2.0,365,2.0,2.0,365,365.0,2.0,365.0,18.0,48.0,78,353,14.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.93,1.0,1.0,0.0,0.0,0.55
5146,2.0,2.0,52.36991,4.88117,2.0,1.0,1.0,0.0,146.0,1.0,365,1.0,2.0,365,365.0,2.0,365.0,2.0,10.0,20,109,152.0,73.0,4.0,4.53,4.66,4.41,4.63,4.68,4.93,4.34,2.0,0.0,2.0,0.0,5.76
5147,1.0,1.0,52.361111,4.990397,2.0,1.0,1.0,1.0,184.0,2.0,28,2.0,2.0,1125,1125.0,2.0,1125.0,8.0,19.0,41,225,74.0,34.0,5.0,4.97,4.95,4.97,4.96,5.0,4.82,4.8,1.0,1.0,0.0,0.0,3.07
5148,1.0,1.0,52.359478,4.865648,4.0,1.0,3.0,3.0,10.0,4.0,30,4.0,6.0,30,30.0,4.1,30.0,0.0,1.0,13,13,11.0,5.0,0.0,5.0,5.0,4.8,5.0,5.0,5.0,4.55,1.0,1.0,0.0,0.0,0.43
5149,1.0,1.0,52.35594,4.85392,2.0,1.5,1.0,0.0,180.0,5.0,1125,5.0,5.0,1125,1125.0,5.0,1125.0,21.0,51.0,81,171,3.0,0.0,0.0,4.33,4.67,4.8,4.33,4.67,4.67,4.67,1.0,0.0,1.0,0.0,0.16
5150,3.0,9.0,52.33377,4.90774,5.0,1.5,3.0,4.0,395.0,4.0,365,3.0,3.0,365,365.0,3.0,365.0,0.0,26.0,48,48,9.0,4.0,0.0,5.0,5.0,4.78,5.0,5.0,5.0,4.78,3.0,3.0,0.0,0.0,0.39
5151,3.0,3.0,52.32125,4.97986,1.0,1.5,1.0,0.0,80.0,4.0,60,4.0,4.0,1125,1125.0,4.0,1125.0,21.0,43.0,43,43,18.0,7.0,1.0,4.89,4.94,5.0,5.0,4.89,4.83,4.89,3.0,0.0,3.0,0.0,0.7
5152,1.0,1.0,52.39168,4.95,3.0,1.5,2.0,2.0,150.0,20.0,365,20.0,20.0,365,365.0,20.0,365.0,5.0,5.0,5,41,4.0,2.0,0.0,5.0,5.0,5.0,5.0,4.75,4.75,5.0,1.0,1.0,0.0,0.0,0.27
5153,1.0,4.0,52.3569,4.89361,4.0,1.5,2.0,0.0,390.0,3.0,30,1.0,3.0,30,30.0,3.0,30.0,12.0,31.0,57,220,24.0,4.0,2.0,4.79,4.79,4.71,4.5,4.92,4.83,4.58,1.0,1.0,0.0,0.0,0.91
5154,1.0,1.0,52.37285,4.88512,2.0,1.5,1.0,0.0,390.0,1.0,20,1.0,1.0,20,20.0,1.0,20.0,0.0,0.0,0,0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.25
5155,1.0,5.0,52.38425,4.8483,4.0,1.5,2.0,0.0,390.0,3.0,365,3.0,3.0,365,365.0,3.0,365.0,0.0,0.0,0,0,21.0,8.0,0.0,4.76,4.57,4.29,4.76,4.9,4.48,4.57,1.0,1.0,0.0,0.0,0.85
5156,1.0,1.0,52.35385,4.90349,2.0,1.5,1.0,1.0,220.0,4.0,21,4.0,4.0,21,21.0,4.0,21.0,6.0,15.0,37,37,75.0,38.0,1.0,4.76,4.81,4.73,4.8,4.81,4.89,4.61,1.0,1.0,0.0,0.0,2.91
5157,2.0,2.0,52.349243,4.909766,5.0,2.5,4.0,0.0,464.0,14.0,30,2.0,15.0,30,30.0,14.0,30.0,4.0,14.0,36,36,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.04
5158,1.0,1.0,52.34682,4.87753,4.0,2.5,4.0,0.0,464.0,3.0,7,3.0,3.0,1125,1125.0,3.0,1125.0,0.0,0.0,0,0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.04
5159,1.0,1.0,52.38253,4.88588,2.0,2.5,1.0,0.0,464.0,3.0,365,3.0,3.0,365,365.0,3.0,365.0,0.0,0.0,0,0,7.0,0.0,0.0,4.57,4.86,4.14,5.0,4.43,5.0,4.71,1.0,1.0,0.0,0.0,0.29
5160,1.0,1.0,52.36529,4.84234,4.0,2.5,2.0,0.0,464.0,1.0,1125,1.0,3.0,1125,1125.0,1.0,1125.0,0.0,0.0,0,0,27.0,16.0,3.0,5.0,5.0,5.0,5.0,5.0,4.65,4.69,1.0,1.0,0.0,0.0,1.1
5161,1.0,1.0,52.36054,4.92506,4.0,2.0,2.0,2.0,400.0,1.0,5,1.0,1.0,5,5.0,1.0,5.0,9.0,39.0,69,159,19.0,9.0,1.0,4.95,4.95,5.0,4.79,5.0,4.84,4.53,1.0,1.0,0.0,0.0,0.82
5162,3.0,3.0,52.37229,4.91209,4.0,2.0,1.0,0.0,211.0,1.0,1125,1.0,2.0,1000,1125.0,1.9,1015.5,1.0,12.0,28,96,37.0,8.0,0.0,4.51,4.22,4.38,4.65,4.81,4.7,3.97,1.0,0.0,1.0,0.0,1.45
5163,1.0,1.0,52.3865,4.88602,4.0,2.0,3.0,0.0,211.0,5.0,365,2.0,3.0,365,365.0,2.7,365.0,0.0,21.0,35,208,5.0,1.0,0.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.22
5164,2.0,2.0,52.34854,4.83633,3.0,1.5,1.0,0.0,250.0,1.0,30,1.0,1.0,30,30.0,1.0,30.0,3.4,57.0,87,88,12.0,7.0,2.0,5.0,5.0,5.0,4.92,5.0,4.83,4.83,1.0,1.0,0.0,0.0,0.56
5165,1.0,1.0,52.356075,4.922009,4.0,1.5,2.0,0.0,250.0,3.0,365,3.0,3.0,365,365.0,3.0,365.0,0.0,0.0,0,0,4.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.75,4.5,1.0,1.0,0.0,0.0,0.17
5166,2.0,2.0,52.35931,4.852,1.0,1.0,1.0,0.0,128.0,1.0,1125,1.0,5.0,14,1125.0,2.6,686.3,25.0,55.0,85,138,4.0,1.0,0.0,4.5,4.25,4.75,4.9,5.0,4.5,4.75,2.0,0.0,2.0,0.0,0.17
5167,1.0,2.0,52.3747,4.83217,3.0,1.0,2.0,0.0,128.0,3.0,1125,3.0,3.0,1125,1125.0,3.0,1125.0,0.0,3.0,5,5,6.0,4.0,0.0,4.83,4.83,4.83,4.83,5.0,4.33,4.67,1.0,1.0,0.0,0.0,0.27
5168,11.0,12.0,52.3728,4.90105,2.0,1.0,1.0,0.0,40.0,1.0,365,1.0,1.0,365,365.0,1.0,365.0,15.0,45.0,75,350,114.0,71.0,3.0,4.38,4.63,4.5,4.86,4.71,4.91,4.21,6.0,0.0,0.3,0.0,4.38
5169,1.0,1.0,52.3707137,4.9216113,2.0,1.0,1.0,0.0,40.0,3.0,365,3.0,3.0,1125,1125.0,3.0,1125.0,0.0,0.0,0,0,5.0,3.0,0.0,4.8,4.8,4.4,4.6,4.8,5.0,4.6,1.0,1.0,0.0,0.0,0.31
5170,1.0,1.0,52.37641,4.8759,4.0,2.0,2.0,0.0,300.0,2.0,1100,2.0,3.0,2,1100.0,2.4,471.5,2.0,32.0,34,34,11.0,8.0,1.0,4.55,4.73,4.82,4.73,4.91,4.55,4.36,1.0,1.0,0.0,0.0,0.46
5171,1.0,1.0,52.40081,4.91768,4.0,2.0,2.0,0.0,300.0,4.0,10,4.0,4.0,10,10.0,4.0,10.0,0.0,0.0,0,0,4.0,1.0,0.0,5.0,4.75,4.75,4.75,5.0,4.5,5.0,1.0,1.0,0.0,0.0,0.16
5172,1.0,1.0,52.35516,4.89103,4.0,1.5,1.0,1.0,390.0,2.0,1125,3.0,6.0,1125,1125.0,3.9,1125.0,5.0,8.0,30,120,8.0,0.0,0.0,4.88,4.75,4.88,5.0,4.88,5.0,4.75,1.0,1.0,0.0,0.0,0.34
5173,1.0,2.0,52.38027572631836,4.892299175262451,2.0,1.5,1.0,1.0,390.0,3.0,30,3.0,3.0,30,30.0,3.0,30.0,0.0,0.0,0,0,6.0,2.0,0.0,5.0,5.0,4.67,5.0,4.83,5.0,4.83,1.0,1.0,0.0,0.0,0.23
5174,2.0,2.0,52.36663,4.85661,2.0,1.0,2.0,1.0,208.0,3.0,25,3.0,3.0,25,25.0,3.0,25.0,0.0,0.0,20,20,5.0,3.0,0.0,4.8,4.8,4.8,5.0,5.0,4.2,4.2,1.0,1.0,0.0,0.0,0.21
5175,1.0,1.0,52.37991,4.83089,2.0,1.5,1.0,1.0,199.0,1.0,365,1.0,1.0,365,365.0,1.0,365.0,24.0,24.0,24,24,11.0,4.0,1.0,4.91,4.82,4.91,5.0,5.0,4.45,4.55,1.0,1.0,0.0,0.0,0.52
5176,2.0,2.0,52.34362,4.82195,2.0,1.0,1.0,1.0,97.0,3.0,31,2.0,3.0,1125,1125.0,3.0,1125.0,2.0,20.0,29,289,89.0,69.0,6.0,4.73,4.69,4.8,4.85,4.85,4.72,4.4,2.0,1.0,1.0,0.0,5.66
5177,1.0,1.0,52.36541,4.93054,4.0,1.0,2.0,1.0,97.0,2.0,2,2.0,2.0,1125,1125.0,2.0,1125.0,0.0,0.0,0,0,17.0,6.0,0.0,4.94,4.94,4.94,4.88,5.0,4.76,4.71,1.0,1.0,0.0,0.0,0.7
5178,1.0,1.0,52.34822,4.84471,5.0,1.0,4.0,4.0,325.0,14.0,21,14.0,14.0,21,21.0,14.0,21.0,0.0,15.0,22,99,0.0,0.0,0.0,4.94,4.94,4.94,4.88,5.0,4.76,4.71,1.0,1.0,0.0,0.0,0.7
5179,1.0,1.0,52.36474,4.85611,2.0,1.5,1.0,0.0,320.0,1.0,365,1.0,1.0,365,365.0,1.0,365.0,0.0,0.0,0,47,16.0,4.0,0.0,5.0,5.0,4.94,5.0,5.0,4.94,4.75,1.0,1.0,0.0,0.0,0.66
5180,1.0,1.0,52.36179,4.853,2.0,1.5,1.0,0.0,320.0,3.0,30,3.0,3.0,30,30.0,3.0,30.0,0.0,0.0,0,0,8.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,4.75,4.63,1.0,1.0,0.0,0.0,0.33
5181,1.0,1.0,52.379902,4.886183,2.0,1.5,1.0,0.0,320.0,7.0,25,7.0,7.0,25,25.0,7.0,25.0,3.4,59.0,89,364,6.0,2.0,0.0,5.0,4.67,4.67,4.67,5.0,5.0,4.67,1.0,1.0,0.0,0.0,0.26
5182,9.0,11.0,52.39995,4.8884,2.9,2.0,1.5,1.5,2628.0,2.0,365,2.0,2.0,365,365.0,2.0,365.0,3.4,58.0,88,363,0.0,0.0,0.0,5.0,4.67,4.67,4.67,5.0,5.0,4.67,2.0,2.0,0.0,0.0,0.26
5183,1.0,1.0,52.37269,4.85604,2.0,2.0,1.0,1.5,2628.0,2.0,365,2.0,6.0,1125,1125.0,4.9,1125.0,0.0,0.0,0,0,10.0,1.0,0.0,5.0,4.9,5.0,5.0,5.0,4.7,4.5,1.0,1.0,0.0,0.0,0.39
5184,1.0,1.0,52.344265,4.808304,2.0,1.0,1.0,0.0,102.0,1.0,2,1.0,1.0,1125,1125.0,1.0,1125.0,16.0,32.0,58,58,145.0,66.0,4.0,4.57,4.66,4.77,4.83,4.84,4.56,4.27,1.0,0.0,1.0,0.0,5.63
5185,1.0,1.0,52.36326,4.87907,2.0,1.0,1.0,1.0,250.0,2.0,60,2.0,2.0,60,60.0,2.0,60.0,3.0,20.0,34,34,12.0,3.0,1.0,5.0,4.83,5.0,5.0,4.92,4.92,4.67,1.0,1.0,0.0,0.0,0.47
5186,1.0,1.0,52.372272664592,4.868963629181354,2.0,1.0,1.0,1.0,250.0,1.0,365,1.0,1.0,365,365.0,1.0,365.0,0.0,0.0,0,0,1.0,1.0,0.0,5.0,5.0,5.0,4.9,4.9,5.0,5.0,1.0,1.0,0.0,0.0,0.16
5187,1.0,4.0,52.4,4.90197,4.0,1.0,1.0,2.0,130.0,1.0,1125,1.0,2.0,1125,1125.0,2.0,1125.0,4.0,14.0,28,116,127.0,58.0,2.0,4.74,4.79,4.8,4.87,4.86,4.38,4.6,1.0,0.0,1.0,0.0,5.1
5188,1.0,1.0,52.354008,4.885897,2.0,1.0,1.0,1.0,280.0,2.0,14,2.0,3.0,14,14.0,2.0,14.0,0.0,0.0,4,4,9.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1.0,1.0,0.0,0.0,0.36
5189,8.0,10.0,52.36364,4.87729,4.0,1.0,1.0,1.0,576.0,1.0,365,1.0,3.0,365,365.0,1.0,365.0,2.0,13.0,27,272,2.0,0.0,0.0,4.9,4.5,4.8,5.0,5.0,4.5,4.7,8.0,0.0,0.3,0.0,0.08
5190,1.0,1.0,52.36279,4.88825,3.0,1.5,1.0,1.0,429.0,2.0,365,2.0,2.0,365,365.0,2.0,365.0,2.0,16.0,39,39,13.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.69,1.0,1.0,0.0,0.0,0.52
5191,1.0,1.0,52.360111,4.851982,2.0,1.0,1.0,0.0,171.0,2.0,10,2.0,2.0,10,10.0,2.0,10.0,6.0,6.0,6,6,17.0,10.0,1.0,5.0,5.0,4.88,5.0,5.0,5.0,4.71,1.0,1.0,0.0,0.0,0.67
5192,1.0,1.0,52.36215352776346,4.926221432423867,4.0,1.0,2.0,0.0,171.0,1.0,7,1.0,1.0,7,7.0,1.0,7.0,0.0,0.0,0,0,8.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,1.0,1.0,0.0,0.0,0.61
5193,1.0,1.0,52.35286,4.822,4.0,1.5,3.0,4.0,200.0,2.0,21,2.0,2.0,21,21.0,2.0,21.0,0.0,4.0,5,5,15.0,8.0,0.0,4.8,4.67,4.8,4.6,4.73,4.6,4.6,1.0,1.0,0.0,0.0,0.65
5194,1.0,1.0,52.352,4.89404,4.0,1.5,2.0,4.0,200.0,2.0,365,2.0,3.0,365,365.0,2.0,365.0,0.0,1.0,1,1,15.0,7.0,1.0,4.93,4.93,4.73,4.93,4.93,4.93,4.73,1.0,1.0,0.0,0.0,0.61
5195,1.0,3.0,52.3624,4.90515,4.0,1.0,3.0,3.0,485.0,3.0,21,3.0,3.0,1125,1125.0,3.0,1125.0,2.0,7.0,7,7,14.0,5.0,1.0,4.93,4.93,5.0,5.0,4.93,5.0,4.79,1.0,1.0,0.0,0.0,0.58
5196,1.0,1.0,52.343983,4.895907,4.0,1.5,1.0,1.0,300.0,2.0,30,2.0,2.0,30,30.0,2.0,30.0,1.0,3.0,3,26,17.0,3.0,1.0,4.88,4.94,5.0,5.0,5.0,4.88,4.76,1.0,1.0,0.0,0.0,0.67
5197,2.0,2.0,52.36929,4.88287,2.0,1.0,1.0,0.0,170.0,1.0,365,1.0,2.0,365,365.0,2.0,365.0,4.0,12.0,32,172,164.0,71.0,0.7,4.46,4.54,4.34,4.6,4.61,4.91,4.22,2.0,0.0,2.0,0.0,6.4
5198,1.0,1.0,52.36357,4.86017,2.0,1.0,1.0,2.0,200.0,2.0,1125,2.0,2.0,1125,1125.0,2.0,1125.0,0.0,0.0,8,29,6.0,3.0,0.0,5.0,5.0,5.0,4.83,5.0,4.83,4.83,1.0,1.0,0.0,0.0,0.25
5199,1.0,1.0,52.39102899047482,4.877592951492346,2.0,1.0,1.0,1.0,270.0,3.0,30,3.0,3.0,30,30.0,3.0,30.0,0.0,0.0,4,279,4.0,3.0,0.0,4.0,4.9,4.5,4.9,4.25,4.25,4.7,1.0,1.0,0.0,0.0,0.33
5200,1.0,1.0,52.35118,4.85536,2.0,1.0,1.0,0.0,185.0,1.0,10,1.0,1.0,10,10.0,1.0,10.0,19.0,27.0,50,323,19.0,2.0,0.0,4.79,4.74,4.58,4.89,5.0,5.0,4.53,1.0,1.0,0.0,0.0,0.75
5201,1.0,2.0,52.35155,4.99251,4.0,3.0,3.0,0.0,470.0,5.0,365,5.0,5.0,1125,1125.0,5.0,1125.0,0.0,20.0,22,223,8.0,3.0,0.0,4.25,4.38,4.25,4.75,4.38,4.63,3.88,1.0,1.0,0.0,0.0,0.35
5202,3.0,3.0,52.36464,4.8789,2.0,1.0,1.0,0.0,436.0,1.0,1125,1.0,1.0,1125,1125.0,1.0,1125.0,17.0,47.0,69,69,37.0,23.0,0.0,4.95,4.97,4.84,4.78,4.89,5.0,4.65,2.0,2.0,0.0,0.0,1.44
5203,1.0,2.0,52.349853515625,4.941433906555176,2.0,1.0,1.0,0.0,436.0,20.0,30,20.0,20.0,1125,1125.0,20.0,1125.0,0.0,0.0,0,0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.67,4.67,1.0,1.0,0.0,0.0,0.13
5204,1.0,1.0,52.37865207955505,4.886753870274383,4.0,1.0,3.0,0.0,436.0,5.0,14,5.0,5.0,14,14.0,5.0,14.0,0.0,15.0,29,57,2.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.19
5205,1.0,1.0,52.35205,4.90181,2.0,1.0,1.0,0.0,436.0,14.0,15,14.0,14.0,15,15.0,14.0,15.0,0.0,0.0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.04
5206,1.0,7.0,52.38241,4.8724,4.0,1.0,2.0,0.0,436.0,3.0,9,3.0,3.0,9,9.0,3.0,9.0,0.0,0.0,0,0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.12
5207,1.0,1.0,52.36464,4.90981,2.0,1.0,1.0,0.0,200.0,4.0,365,4.0,4.0,365,365.0,4.0,365.0,0.0,0.0,0,129,12.0,7.0,1.0,5.0,4.92,4.83,4.83,4.92,4.92,4.83,1.0,1.0,0.0,0.0,0.48
5208,1.0,3.0,52.36882,4.85669,4.0,1.0,2.0,0.0,200.0,5.0,14,5.0,5.0,14,14.0,5.0,14.0,0.0,0.0,0,0,0.0,0.0,0.0,5.0,4.92,4.83,4.83,4.92,4.92,4.83,1.0,1.0,0.0,0.0,0.48
